index,State,Commute Mode Share - Auto: Raw Value,Commute Mode Share - Auto: Score,Commute Mode Share - Transit: Raw Value,Commute Mode Share - Transit: Score,Commute Mode Share - Bicycle: Raw Value,Commute Mode Share - Bicycle: Score,Commute Mode Share - Walk: Raw Value,Commute Mode Share - Walk: Score,Complete Streets Policies: Raw Value,Complete Streets Policies: Score,"DUI/DWI Fatalities per 10,000 Residents: Raw Value","DUI/DWI Fatalities per 10,000 Residents: Score",Person Miles of Travel by Private Vehicle: Raw Value,Person Miles of Travel by Private Vehicle: Score,Person Miles of Travel by Walking: Raw Value,Person Miles of Travel by Walking: Score,Physical Activity from Transportation: Raw Value,Physical Activity from Transportation: Score,Proximity to Major Roadways: Raw Value,Proximity to Major Roadways: Score,"Road Traffic Fatalities per 100,000 Residents - Auto: Raw Value","Road Traffic Fatalities per 100,000 Residents - Auto: Score","Road Traffic Fatalities per 100,000 Residents - Bicycle: Raw Value","Road Traffic Fatalities per 100,000 Residents - Bicycle: Score","Road Traffic Fatalities per 100,000 Residents - Pedestrian: Raw Value","Road Traffic Fatalities per 100,000 Residents - Pedestrian: Score",Road Traffic Fatalities Exposure Rate - Auto: Raw Value,Road Traffic Fatalities Exposure Rate - Auto: Score,Road Traffic Fatalities Exposure Rate - Bicycle: Raw Value,Road Traffic Fatalities Exposure Rate - Bicycle: Score,Road Traffic Fatalities Exposure Rate - Pedestrian: Raw Value,Road Traffic Fatalities Exposure Rate - Pedestrian: Score,Seat Belt Use: Raw Value,Seat Belt Use: Score,Transit Trips per Capita: Raw Value,Transit Trips per Capita: Score,Use of Federal Funds for Bicycle and Pedestrian Efforts: Raw Value,Use of Federal Funds for Bicycle and Pedestrian Efforts: Score,Vehicle Miles Traveled per Capita: Raw Value,Vehicle Miles Traveled per Capita: Score,Unnamed: 41,Unnamed: 42,Unnamed: 43
354,"San Angelo, TX",0.888,66.774649,3.4523519147419178E-3,19.096872,2.4203988967484097E-3,29.53746,5.6250820871718857E-2,96.786219,No policy,0,4.3,28.006964,0.526,44.536001,0.46,25.806688,0,99.995998,9.1,53.336169,0.2,57.14916,0.9,70.633081,10.3,51.976224,73.8,29.840655,15.9,88.943658,,,,,,,,,,,,,
355,"San Antonio-New Braunfels, TX",0.909,47.039546,2.2343671665624787E-2,71.346611,1.4978306213521326E-3,20.509664,1.921390713037522E-2,32.250375,Policy in place,100,4.9,21.707861,0.485,66.265651,0.46,25.323148,1.308911351652607E-2,34.879714,8.6,58.542523,0.2,55.281509,1.8,21.535861,9.5,59.931867,125.0,20.697622,95.0,22.870402,,,,,,,,,,,,,
356,"San Diego-Carlsbad, CA",0.866,82.427339,3.1057888359860081E-2,83.911876,6.9378548759235683E-3,65.243005,2.7163074876286917E-2,55.939494,No policy,0,2.0,74.645243,0.530,42.418699,0.49,42.712485,4.4571828106452889E-2,33.190818,5.0,93.817739,0.2,47.015139,1.7,26.813275,5.8,93.796233,32.6,46.534631,62.0,39.468146,,,,,,,,,,,,,
357,"San Francisco-Oakland-Hayward, CA",0.724,99.981589,0.147,99.999485,1.7028564151202658E-2,95.385444,4.3294120125419708E-2,87.760995,Policy in place,100,1.0,92.918602,0.470,73.317387,0.51,58.739762,5.1765618727072256E-2,33.19014,3.0,99.777961,0.3,41.51741,1.3,45.580646,4.1,99.303681,14.8,62.840444,30.1,70.218512,,,,,,,,,,,,,
358,"San Jose-Sunnyvale-Santa Clara, CA",0.873,78.329522,3.2439732140265236E-2,85.381611,1.6812645654826944E-2,95.160937,2.0509825278072265E-2,36.174729,No policy,0,1.4,85.879703,0.449,81.877144,0.51,61.150483,4.9287498759827679E-2,33.190258,3.6,99.055003,0.2,49.078626,1.3,47.887216,4.2,99.22671,12.9,65.588992,61.7,39.725151,,,,,,,,,,,,,
359,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",0.850,89.800188,1.271703153126996E-2,49.203599,1.986776941773748E-2,97.561709,4.2713630368238116E-2,87.080132,No policy,0,3.6,38.731099,0.590,15.563593,0.58,91.955317,0,99.995998,8.1,64.661007,0.4,21.23353,1.0,61.642541,9.5,59.715673,18.7,58.236106,24.3,77.771968,,,,,,,,,,,,,
360,"Santa Cruz-Watsonville, CA",0.820,96.940487,2.7937083410201086E-2,80.107567,3.2813841008077133E-2,99.896006,4.3481748253430978E-2,87.974678,Policy in place,100,1.5,84.410056,0.567,24.211874,0.54,76.703294,0,99.995998,5.1,93.220442,0.5,11.378242,1.0,64.221238,6.3,91.026829,14.0,63.930419,22.9,79.618547,,,,,,,,,,,,,
361,"Santa Fe, NM",0.854,88.08608,9.6734487003113465E-3,40.191046,8.5149518499746581E-3,73.800354,2.6457171819564116E-2,53.948449,Policy in place,100,3.4,42.821692,0.529,42.914459,0.52,65.797559,0,99.995998,11.0,35.387534,0.0,89.312711,2.5,7.091211,12.8,29.36985,0.0,96.798886,93.3,23.489254,,,,,,,,,,,,,
362,"Santa Maria-Santa Barbara, CA",0.815,97.492547,3.6509875151363315E-2,89.042336,4.1223015574763038E-2,99.988581,4.5455968933984715E-2,90.042219,No policy,0,2.6,60.75537,0.567,24.095852,0.47,35.125145,2.1587392520682903E-2,33.40583,5.8,88.098936,0.3,26.588742,1.5,33.663877,7.2,83.989681,8.1,73.63338,33.7,65.87204,,,,,,,,,,,,,
363,"Santa Rosa, CA",0.863,84.269015,1.8220873840157671E-2,63.036225,1.2201873463693337E-2,87.170572,3.1273113802954139E-2,66.657955,No policy,0,1.4,85.871015,0.558,28.231579,0.50,52.501572,0,99.995998,5.7,88.82302,0.3,26.845437,1.3,46.352961,6.7,88.159575,27.3,50.284066,41.3,57.314875,,,,,,,,,,,,,
364,"Savannah, GA",0.914,42.272708,1.8103695216270411E-2,62.774975,5.0797288265062544E-3,52.546401,1.9243133136000509E-2,32.338306,Policy in place,100,2.5,62.405651,0.529,42.973285,0.48,37.632208,0,99.995998,11.2,33.24692,0.3,25.16661,1.7,25.434432,12.3,33.432385,67.7,31.483017,89.3,25.001356,,,,,,,,,,,,,
365,"Scranton--Wilkes-Barre--Hazleton, PA",0.918,38.058616,1.1618485742379548E-2,46.059692,1.5575221238938054E-3,21.105567,3.6995083579154375E-2,78.625908,No policy,0,3.5,40.412703,0.526,44.555711,0.50,50.588359,0,99.995998,9.8,45.929173,0.1,64.666633,1.2,50.602178,10.7,47.497235,92.0,25.795164,32.9,66.74761,,,,,,,,,,,,,
366,"Seattle-Tacoma-Bellevue, WA",0.812,97.850259,8.2912232609535216E-2,99.745858,1.0026614536581444E-2,80.287258,3.5855937826019334E-2,76.532042,No policy,0,1.7,80.491841,0.470,73.599475,0.44,15.604827,2.2643345490743292E-2,33.357247,3.9,98.550611,0.1,65.575186,0.9,69.969998,4.8,98.005429,13.9,64.149852,25.2,76.593334,,,,,,,,,,,,,
367,"Sebastian-Vero Beach, FL",0.931,24.878617,4.4443593034616197E-3,22.67916,8.1990766460412635E-3,72.240583,1.1819696940671635E-2,12.420013,No policy,0,0.7,96.466474,0.588,16.113537,0.53,69.014031,0,99.995998,12.4,25.131433,0.7,1.087463,2.0,15.193658,13.3,26.390669,88.7,26.444404,172.4,7.903693,,,,,,,,,,,,,
368,"Sebring, FL",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.644,3.806814,0.41,6.849119,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
369,"Sheboygan, WI",0.925,31.072587,5.4991466841352206E-3,26.397659,6.636901170508025E-3,63.383547,2.8323191228947234E-2,59.124199,No policy,0,1.7,79.394055,0.480,68.854195,0.55,80.035301,0,99.995998,7.0,77.20049,0.0,89.312711,1.0,61.305262,7.5,80.577444,0.0,96.798886,36.9,62.143469,,,,,,,,,,,,,
370,"Sherman-Denison, TX",0.926,30.192505,3.0919915498367583E-3,17.772595,1.4787785673132322E-3,20.31914,1.855194929902055E-2,30.268745,No policy,0,7.4,6.294766,0.523,46.280531,0.52,64.597851,0,99.995998,20.1,3.126445,0.2,59.875065,1.5,35.487293,21.7,2.740009,112.2,22.42978,80.5,28.858119,,,,,,,,,,,,,
371,"Shreveport-Bossier City, LA",0.936,20.425408,1.3675012734610713E-2,51.842013,1.0915380610925457E-3,16.410657,1.6244325401490088E-2,23.578272,No policy,0,2.5,63.057109,0.534,40.293489,0.44,15.664492,0,99.995998,12.2,26.237035,0.2,44.833559,1.4,41.851634,13.0,28.075787,216.6,13.16885,84.4,27.066551,,,,,,,,,,,,,
372,"Sierra Vista-Douglas, AZ",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.553,30.575721,0.39,3.335422,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
373,"Sioux City, IA-NE-SD",0.907,49.064228,7.3908583793505598E-3,32.838559,1.2786466017507623E-3,18.308044,1.9587179811434752E-2,33.375788,No policy,0,2.4,64.998285,0.494,61.571233,0.46,28.169293,0,99.995998,8.6,59.217716,0.0,89.312711,0.9,71.269304,9.4,60.423938,0.0,96.798886,45.0,53.508017,,,,,,,,,,,,,
374,"Sioux Falls, SD",0.922,33.474397,5.2749844619037756E-3,25.614932,3.8646034199748204E-3,42.684642,2.1888795040558417E-2,40.377194,No policy,0,2.1,71.160179,0.450,81.60593,0.58,91.17606,0,99.995998,7.9,67.256149,0.2,58.816844,0.3,95.409182,8.5,70.428484,44.2,40.083112,15.6,89.276888,,,,,,,,,,,,,
375,"South Bend-Mishawaka, IN-MI",0.914,42.400054,1.0676940793448822E-2,43.266223,7.7695714295869262E-3,69.998383,3.0317678085259141E-2,64.312836,No policy,0,3.5,42.101148,0.500,58.622745,0.41,7.324218,0,99.995998,7.5,71.577873,0.3,30.018763,0.9,71.449479,8.2,74.000576,40.4,41.958719,29.0,71.650917,,,,,,,,,,,,,
376,"Spartanburg, SC",0.950,10.46597,3.472714978587707E-3,19.171308,1.1853979013448422E-3,17.364665,1.4909300364802031E-2,19.93211,No policy,0,7.3,6.735441,0.537,38.853084,0.47,29.451026,0,99.995998,11.8,29.31672,0.2,52.949152,2.4,7.432404,12.4,32.823442,167.1,16.45309,163.8,8.778403,,,,,,,,,,,,,
377,"Spokane-Spokane Valley, WA",0.871,79.421203,2.8516241983672381E-2,80.86743,7.8498163618717764E-3,70.428108,2.8026223144113113E-2,58.319924,No policy,0,1.7,80.467216,0.508,54.342238,0.49,42.908975,0,99.995998,4.7,95.568553,0.2,61.433377,1.1,59.654528,5.4,95.795296,20.2,56.610719,38.2,60.640893,,,,,,,,,,,,,
378,"Springfield, IL",0.925,30.782865,1.5131788328559442E-2,55.66776,2.4978541600362623E-3,30.27601,1.9095564621126639E-2,31.894673,No policy,0,4.2,29.347189,0.444,83.787482,0.45,21.412921,0,99.995998,8.6,59.163707,0.5,10.064625,1.3,43.913381,9.3,62.347028,190.7,14.71722,69.8,34.474818,,,,,,,,,,,,,
379,"Springfield, MA",0.881,72.926214,2.2081425255630137E-2,70.86754,5.0467348347029671E-3,52.294613,4.1804152813499779E-2,85.951752,No policy,0,2.4,64.383757,0.512,51.924572,0.62,98.313394,0,99.995998,5.5,90.713944,0.2,56.08697,0.9,69.137147,6.3,91.159399,36.4,44.194855,21.9,80.941146,,,,,,,,,,,,,
380,"Springfield, MO",0.923,32.624925,3.9625252635875786E-3,20.950046,4.0172837785366535E-3,43.98852,2.0683784510309534E-2,36.704308,No policy,0,4.3,28.9671,0.515,50.551228,0.57,89.697853,0,99.995998,11.4,31.735365,9.1772334862566335E-2,75.019837,1.1,60.597831,12.4,32.792221,22.8,54.0509,51.0,47.997736,,,,,,,,,,,,,
381,"Springfield, OH",0.938,18.97439,7.0286990891905822E-3,31.628797,7.5614366729678643E-4,12.955262,2.6396288021996908E-2,53.774977,No policy,0,3.7,38.327909,0.506,55.33728,0.38,2.754686,0,99.995998,10.7,37.932914,0.0,89.312711,1.6,31.043711,11.4,41.116036,0.0,96.798886,60.1,40.821932,,,,,,,,,,,,,
382,"St. Cloud, MN",0.880,73.181929,1.4085363998661435E-2,52.942482,4.6139961262713844E-3,48.908294,3.2348676138034542E-2,69.182485,Policy in place,100,1.0,92.34625,0.496,60.399354,0.53,71.197472,0,99.995998,7.9,66.492209,0.0,89.312711,0.6,84.87433,9.0,65.215558,0.0,96.798886,19.6,84.080631,,,,,,,,,,,,,
383,"St. George, UT",0.905,51.539085,4.3363969530095742E-3,22.293431,6.0824682924957305E-3,59.759961,2.5557879386764397E-2,51.360093,No policy,0,1.4,86.718001,0.554,29.875189,0.66,99.792675,0,99.995998,8.9,55.727961,0.1,64.676282,0.3,96.599094,9.8,56.436418,23.6,53.40121,11.2,94.394563,,,,,,,,,,,,,
384,"St. Joseph, MO-KS",0.932,24.202346,8.2300991391900478E-3,35.597572,3.9518221336403152E-4,9.080231,2.0532293259565987E-2,36.243105,Policy in place,100,7.0,7.509369,0.510,53.360142,0.50,50.153696,0,99.995998,14.5,14.504839,0.0,89.312711,0.9,67.497896,15.5,14.843181,0.0,96.798886,46.0,52.594959,,,,,,,,,,,,,
385,"St. Louis, MO-IL",0.912,44.111412,2.4803013594060914E-2,75.531101,2.488447839146249E-3,30.186497,1.7462130183763462E-2,27.059121,Policy in place,100,3.4,42.470777,0.466,75.383153,0.52,65.85321,7.4121995549426677E-3,40.029396,9.0,54.673509,7.841540432123055E-2,77.480843,1.2,51.857896,9.8,56.151123,31.5,47.233724,68.6,35.229193,,,,,,,,,,,,,
386,"State College, PA",0.790,99.212824,4.4874296226099557E-2,94.094582,1.8270249177769107E-2,96.498531,9.5420592006243379E-2,99.981956,No policy,0,1.3,88.431038,0.524,45.669926,0.52,64.996378,0,99.995998,9.4,50.254648,0.0,89.312711,0.7,83.524138,11.9,36.681742,0.0,96.798886,6.9,98.10864,,,,,,,,,,,,,
387,"Staunton-Waynesboro, VA",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.523,46.184616,0.44,18.473743,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
388,"Stockton-Lodi, CA",0.912,44.399842,1.4041567955890202E-2,52.825883,4.7381172703222611E-3,49.895448,1.7862010973694619E-2,28.22793,No policy,0,3.1,48.195364,0.574,21.173373,0.50,53.707018,6.0810116640013642E-3,42.762404,8.6,59.125963,0.5,10.824137,1.8,21.097849,9.4,60.836952,98.5,24.608947,102.9,20.251626,,,,,,,,,,,,,
389,"Sumter, SC",0.952,9.088071,3.7717398896416846E-3,20.259829,2.8171637447323697E-3,33.284271,1.6949547158389793E-2,25.578463,No policy,0,5.5,15.649888,0.557,28.782892,0.47,32.061215,0,99.995998,16.2,9.175205,1.1,0.013426,3.6,0.849592,17.0,10.068441,400.4,7.263091,210.7,5.072579,,,,,,,,,,,,,
390,"Syracuse, NY",0.891,64.101249,2.272054396242295E-2,72.023751,4.3511671307246286E-3,46.77645,4.2909560259340208E-2,87.313311,No policy,0,3.5,41.605273,0.488,64.600385,0.47,32.919229,0,99.995998,7.0,76.254911,0.3,31.562682,1.1,57.927908,7.9,76.804218,70.1,30.804488,25.6,76.071419,,,,,,,,,,,,,
391,"Tallahassee, FL",0.924,31.69114,1.2507240723008357E-2,48.612917,4.7936541712475323E-3,50.333028,2.1278859453133313E-2,38.51795,No policy,0,6.9,7.934518,0.564,25.650673,0.50,53.959828,0,99.995998,14.7,13.756464,0.3,37.542506,2.1,13.017951,15.9,13.542238,56.9,34.904792,100.0,21.17481,,,,,,,,,,,,,
392,"Tampa-St. Petersburg-Clearwater, FL",0.902,54.473244,1.3573561606728983E-2,51.567192,7.1605765676162779E-3,66.57111,1.5625321616674914E-2,21.862904,No policy,0,3.4,42.909792,0.557,28.870603,0.49,46.060424,4.0009178939569047E-3,49.617897,9.5,48.674776,0.8,0.584368,2.9,3.206665,10.6,48.565462,110.2,22.72009,185.0,6.79262,,,,,,,,,,,,,
393,"Terre Haute, IN",0.931,25.029735,4.4735406437534098E-3,22.783253,3.9143480632842335E-3,43.111422,2.9323513366066558E-2,61.774303,No policy,0,4.6,24.39712,0.524,45.448999,0.45,21.260443,0,99.995998,14.8,13.23771,0.0,89.312711,1.1,60.928824,15.9,13.415916,0.0,96.798886,35.8,63.348408,,,,,,,,,,,,,
394,"Texarkana, TX-AR",0.951,9.703396,5.0048960940050052E-3,24.666462,1.3418924310013419E-3,18.945544,9.3569796540093567E-3,7.612266,No policy,0,2.0,73.41662,0.521,46.997076,0.47,30.72047,0,99.995998,15.4,11.383685,0.3,36.719115,1.7,27.740157,16.2,12.537314,206.5,13.736884,177.7,7.413859,,,,,,,,,,,,,
395,"The Villages, FL",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.525,44.900866,0.56,86.352722,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
396,"Toledo, OH",0.926,29.810972,1.1829223763167503E-2,46.672508,2.9555835727424922E-3,34.569147,2.6104210156459914E-2,52.939115,No policy,0,3.6,39.179956,0.507,54.96439,0.46,25.864126,0,99.995998,9.3,51.657529,0.3,35.485872,1.1,57.658416,10.0,54.549691,95.9,25.068684,42.2,56.311413,,,,,,,,,,,,,
397,"Topeka, KS",0.937,19.534172,6.1291420993207762E-3,28.575677,2.6971809530636748E-3,32.160965,1.7930428860732272E-2,28.429006,No policy,0,3.4,42.913633,0.474,71.717346,0.51,57.872745,0,99.995998,13.1,20.623622,0.2,58.607053,0.3,97.131671,14.0,21.958004,63.7,32.668966,14.4,90.80552,,,,,,,,,,,,,
398,"Trenton, NJ",0.815,97.507999,7.3543274098383543E-2,99.42435,6.5577395291461556E-3,62.88195,4.1447008576848327E-2,85.487501,No policy,0,1.1,91.829179,0.463,76.575425,0.53,71.2731,1.4585120577337244E-3,67.010914,3.9,98.580617,0.2,48.70184,1.7,26.642395,4.7,98.097772,33.2,46.102366,40.7,57.873367,,,,,,,,,,,,,
399,"Tucson, AZ",0.874,77.779035,2.4265145314858863E-2,74.662439,1.4787097951023289E-2,92.501099,2.4905975562046528E-2,49.45166,No policy,0,3.7,37.247559,0.528,43.389184,0.44,15.587142,2.0387960191132239E-3,61.530103,8.6,58.95691,0.3,28.918148,1.9,18.997509,9.8,56.294738,21.7,55.151936,76.4,30.867679,,,,,,,,,,,,,
400,"Tulsa, OK",0.935,21.990469,5.2071322491675049E-3,25.377208,1.9716997666245424E-3,25.19704,1.3912590283094576E-2,17.352636,No policy,0,5.0,20.056673,0.496,60.712123,0.48,38.43598,0,99.995998,13.9,16.802246,0.2,58.808291,1.3,44.464872,14.9,17.520312,86.6,26.871512,95.2,22.8102,,,,,,,,,,,,,
401,"Tuscaloosa, AL",0.951,9.580472,5.507995828263515E-3,26.428475,2.8463410394576742E-3,33.556105,1.6241526160264211E-2,23.570426,No policy,0,7.3,6.658352,0.575,20.711721,0.52,62.161219,0,99.995998,18.6,4.745031,0.2,56.976534,1.3,48.417753,19.5,5.016784,63.0,32.87899,77.3,30.411829,,,,,,,,,,,,,
402,"Tyler, TX",0.909,47.360832,3.6959561254240594E-3,19.98475,1.5065627608033556E-3,20.596934,1.3656612076346965E-2,16.712457,No policy,0,7.5,6.116167,0.522,46.556072,0.59,94.468671,0,99.995998,17.1,7.008947,0.6,4.496668,1.9,18.590475,18.9,5.993777,381.6,7.636869,140.3,11.891961,,,,,,,,,,,,,
403,"Urban Honolulu, HI",0.803,98.536282,8.0289028747528093E-2,99.679696,1.0485899142234557E-2,81.962466,5.3244016004903916E-2,95.525742,No policy,0,1.9,74.720754,0.484,66.828894,0.40,5.199957,5.8033207785508883E-2,33.19003,3.8,98.725598,0.2,54.421549,1.6,31.701001,4.7,98.129634,18.2,58.717977,29.5,70.979934,,,,,,,,,,,,,
404,"Utica-Rome, NY",0.909,46.707745,1.0262949676210083E-2,42.009633,1.5824608033677223E-3,21.354071,3.7625694247063614E-2,79.724068,No policy,0,3.0,50.687211,0.504,56.208548,0.48,35.597377,0,99.995998,7.1,75.881777,0.2,52.022635,1.3,43.062814,7.8,78.004785,127.9,20.341959,35.9,63.296159,,,,,,,,,,,,,
405,"Valdosta, GA",0.926,29.980338,3.0661855635174739E-3,17.67723,6.9963239653741257E-3,65.595589,1.4195930951533939E-2,18.072199,No policy,0,0.7,96.652015,0.572,22.119685,0.46,24.341257,0,99.995998,13.4,19.512218,0.0,89.312711,1.9,20.149128,14.4,19.815756,0.0,96.798886,131.5,13.402267,,,,,,,,,,,,,
406,"Vallejo-Fairfield, CA",0.897,58.862192,2.6962327651720769E-2,78.76995,3.7292367821083489E-3,41.513786,2.6408641841276736E-2,53.810197,No policy,0,1.4,85.859451,0.516,49.788863,0.42,10.645748,1.7430415727686929E-2,33.779413,5.4,91.297496,0.1,64.258509,1.2,51.065536,6.0,92.477524,39.0,42.729847,45.8,52.723245,,,,,,,,,,,,,
407,"Victoria, TX",0.945,13.856863,1.1433253989932493E-2,45.517272,3.0436648846919267E-3,35.380408,1.4457408202286651E-2,18.746106,No policy,0,17.6,0.069173,0.496,60.431108,0.58,90.903806,0,99.995998,17.5,6.41307,0.6,4.210909,1.0,65.861162,18.5,6.650567,191.3,14.67514,67.1,36.113996,,,,,,,,,,,,,
408,"Vineland-Bridgeton, NJ",0.926,29.591354,1.9002723995628558E-2,64.743128,2.2999005007584778E-3,28.381993,1.6751757548077707E-2,25.012925,No policy,0,3.2,47.620978,0.548,32.835947,0.47,34.173379,0,99.995998,12.4,24.641348,0.4,19.883538,1.9,18.930928,13.4,25.400594,165.7,16.568096,113.7,17.241583,,,,,,,,,,,,,
409,"Virginia Beach-Norfolk-Newport News, VA-NC",0.899,56.920035,1.8252264365074201E-2,63.105969,4.2191042776560956E-3,45.684262,2.6021825611962885E-2,52.702275,No policy,0,2.0,73.507877,0.483,67.297851,0.47,29.940359,9.1158217681757275E-3,37.6656,6.1,85.45116,0.2,44.538565,1.1,58.942234,6.8,86.863689,56.4,35.094563,41.6,56.998401,,,,,,,,,,,,,
410,"Visalia-Porterville, CA",0.915,40.656354,8.3737007375672447E-3,36.063305,4.4606995934860401E-3,47.671693,2.0995107227185318E-2,37.652873,No policy,0,5.8,14.077015,0.594,14.163489,0.46,27.234255,0,99.995998,13.4,19.513109,0.3,37.407201,2.1,13.731339,14.6,18.983845,61.3,33.419672,99.9,21.215255,,,,,,,,,,,,,
411,"Waco, TX",0.939,18.250173,5.1015937612570953E-3,25.006711,1.7135124083611617E-3,22.655493,2.8019822223087631E-2,58.302503,No policy,0,4.3,28.911172,0.565,25.024327,0.52,66.304542,0,99.995998,13.4,19.260837,0.2,43.325648,3.0,2.573007,14.3,20.572593,142.2,18.734172,107.3,18.964777,,,,,,,,,,,,,
412,"Walla Walla, WA",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.530,42.076064,0.45,22.671088,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
413,"Warner Robins, GA",0.966,3.103661,2.0318849640512662E-3,13.781418,1.2972804001250391E-3,18.496059,8.8621444201312915E-3,6.790237,No policy,0,1.1,91.90953,0.444,83.600624,0.55,82.950814,0,99.995998,8.3,62.153023,0.2,43.192864,1.0,65.442441,8.6,69.581271,188.4,14.874473,110.3,18.132662,,,,,,,,,,,,,
414,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.768,99.753967,0.141,99.999015,6.2229324033798985E-3,60.702447,3.1994928262855798E-2,68.36591,Policy in place,100,1.5,85.086582,0.410,92.611763,0.47,29.244007,1.707220895585582E-2,33.832783,4.8,95.110033,9.9456307884903186E-2,73.556321,1.4,40.500276,6.3,91.075778,16.0,61.371435,43.6,54.902281,,,,,,,,,,,,,
415,"Waterloo-Cedar Falls, IA",0.906,50.367844,4.9794039253695174E-3,24.576637,3.8769081657378242E-3,42.790385,5.3198449236733704E-2,95.503654,No policy,0,1.2,90.203442,0.491,63.376787,0.53,70.758335,0,99.995998,7.1,75.898693,0.4,22.758927,0.7,80.52118,7.8,77.710375,92.9,25.637559,13.5,91.803762,,,,,,,,,,,,,
416,"Watertown-Fort Drum, NY",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.570,22.81089,0.49,42.572681,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
417,"Wausau, WI",0.921,35.345563,5.5777360263034289E-3,26.671117,6.2529356505401593E-3,60.901605,2.2002700798496946E-2,40.724127,No policy,0,2.2,68.301825,0.480,68.700025,0.47,33.181851,0,99.995998,12.0,27.471765,0.5,12.231719,0.2,98.600092,13.0,27.917553,72.0,30.288084,6.8,98.180281,,,,,,,,,,,,,
418,"Weirton-Steubenville, WV-OH",0.921,35.293202,8.3242570406099267E-3,35.903161,4.0843317255329081E-4,9.228132,3.4250038898397388E-2,73.336273,No policy,0,0.8,95.384182,[no data],100,0.45,20.807316,0,99.995998,7.7,69.3659,0.0,89.312711,0.2,98.460969,8.3,72.403951,0.0,96.798886,4.8,99.261727,,,,,,,,,,,,,
419,"Wenatchee, WA",0.882,71.756386,1.3999142909617778E-2,52.712739,8.0607309756545523E-3,71.533815,3.593657531171561E-2,76.684963,No policy,0,3.5,40.476311,0.528,43.185201,0.50,54.675066,0,99.995998,9.9,44.944349,0.2,56.758697,0.7,80.450297,11.2,42.313973,22.4,54.486217,20.1,83.4437,,,,,,,,,,,,,
420,"Wheeling, WV-OH",0.928,28.140402,6.8721992621094798E-3,31.102531,1.1242537963358826E-3,16.743718,3.1178249647681028E-2,66.429368,No policy,0,5.5,16.300038,0.523,46.101792,0.42,9.210981,0,99.995998,11.4,32.273384,0.0,89.312711,0.8,74.894746,12.2,33.849971,0.0,96.798886,26.3,75.108181,,,,,,,,,,,,,
421,"Wichita Falls, TX",0.893,62.234678,3.7713913031149422E-3,20.258565,8.7904609320724224E-4,14.231448,4.6943897009825465E-2,91.395924,No policy,0,4.6,24.298341,0.512,52.109423,0.51,58.596292,0,99.995998,11.5,31.114831,0.1,66.663834,1.3,43.677576,12.9,29.092394,152.2,17.749947,28.5,72.286277,,,,,,,,,,,,,
422,"Wichita, KS",0.940,17.284792,4.713813894673697E-3,23.637669,3.0811914394685627E-3,35.724508,1.4018739370059954E-2,17.620881,No policy,0,2.4,65.229812,0.468,74.160404,0.46,27.426386,0,99.995998,9.8,45.93922,0.2,61.039791,1.0,66.35591,10.4,50.021065,52.1,36.698935,68.7,35.177661,,,,,,,,,,,,,
423,"Williamsport, PA",0.909,47.224864,1.5158311838809764E-2,55.735324,5.7754850285970617E-3,57.642043,3.8503233523980412E-2,81.18111,No policy,0,4.3,29.125748,0.538,37.884742,0.46,24.421932,0,99.995998,13.9,17.009738,0.0,89.312711,0.9,72.797226,15.3,15.911718,0.0,96.798886,22.2,80.534386,,,,,,,,,,,,,
424,"Wilmington, NC",0.920,35.844087,6.0419243098239718E-3,28.276078,6.7494816373491829E-3,64.087913,1.5110963446973193E-2,20.469726,No policy,0,6.8,8.299465,0.547,33.662841,0.61,97.250793,0,99.995998,15.4,11.333552,0.5,6.040971,2.8,3.56663,16.7,10.774635,80.0,28.321807,187.6,6.588166,,,,,,,,,,,,,
